MSE,RMSE,R²,MAE
6029.2859489694965,77.64847679748455,0.02016942226542673,21.969778927489475
6029.294152665406,77.64852962333161,0.020168089067404527,21.969568745121837
6056.189702511271,77.82152467351993,0.01579724277366268,21.643274539538165
6068.585068479801,77.90112366634901,0.013782848581552432,21.45093582623553
87.1505411896521,9.335445419992134,0.98583700195239,1.2452143237486688
130.3415465242965,11.416722232072413,0.9788179505973593,1.6156713391906263
27.000507241100397,5.196201231775036,0.9956120968829326,1.059144335729499
651.1879858329191,25.51838525128342,0.894174218013074,11.727046590150985
2302.2898920265243,47.9821830685779,0.6258505477912555,35.36243346922897
6342.253032162318,79.63826361845365,-0.03069144592562978,14.848717790178108
18.41340047923323,4.291083835027373,0.997007603722509,0.8249600638977631
293.0646097815964,17.119129936465708,0.9523735201238982,2.4918041201240677
295.9948151914102,17.204499852986434,0.9518973269421717,4.407745074253627
